Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
2018-02-10,Napoli,Lazio,4,1,H,1.0,1.0,D,,17,5,7,1,5,10,2,2,0,3,0,0,1718
2018-02-10,Spal,Milan,0,4,A,0.0,1.0,A,,8,21,0,9,17,16,3,5,3,3,0,0,1718
2018-02-11,Chievo,Genoa,0,1,A,0.0,0.0,D,,6,10,1,3,16,17,3,7,1,1,0,0,1718
2018-02-11,Inter,Bologna,2,1,H,1.0,1.0,D,,15,8,5,4,18,17,7,2,1,3,0,2,1718
2018-02-11,Roma,Benevento,5,2,H,1.0,1.0,D,,20,6,9,3,9,7,10,3,0,0,0,0,1718
2018-02-11,Sampdoria,Verona,2,0,H,0.0,0.0,D,,22,6,10,1,10,15,8,4,1,1,0,0,1718
2018-02-11,Sassuolo,Cagliari,0,0,D,0.0,0.0,D,,15,5,1,2,12,15,4,2,0,1,0,0,1718
2018-02-11,Torino,Udinese,2,0,H,1.0,0.0,H,,14,12,7,0,12,16,7,3,2,1,0,0,1718
2018-02-17,Chievo,Cagliari,2,1,H,0.0,0.0,D,,9,5,5,3,10,23,7,1,2,3,0,0,1718
2018-02-17,Genoa,Inter,2,0,H,1.0,0.0,H,,9,14,2,5,11,9,10,8,0,1,0,0,1718
2018-02-17,Udinese,Roma,0,2,A,0.0,0.0,D,,8,18,3,7,11,10,2,7,3,1,0,0,1718
2018-02-18,Atalanta,Fiorentina,1,1,D,1.0,1.0,D,,7,17,3,2,10,18,2,5,2,6,0,1,1718
2018-02-18,Benevento,Crotone,3,2,H,1.0,1.0,D,,16,19,8,3,14,10,7,4,5,2,0,0,1718
2018-02-18,Bologna,Sassuolo,2,1,H,1.0,1.0,D,,10,19,6,6,12,19,2,9,1,4,0,1,1718
2018-02-18,Milan,Sampdoria,1,0,H,1.0,0.0,H,,20,9,8,2,13,15,11,1,1,3,0,0,1718
2018-02-18,Napoli,Spal,1,0,H,1.0,0.0,H,,19,4,5,1,10,11,10,1,1,4,0,0,1718
2018-02-18,Torino,Juventus,0,1,A,0.0,1.0,A,,6,8,3,3,14,8,2,3,1,1,0,0,1718
2018-02-19,Lazio,Verona,2,0,H,0.0,0.0,D,,33,5,10,0,7,10,11,2,0,1,0,0,1718
2018-02-24,Bologna,Genoa,2,0,H,0.0,0.0,D,,7,16,4,3,9,12,2,8,2,0,0,0,1718
2018-02-24,Inter,Benevento,2,0,H,0.0,0.0,D,,9,10,4,1,15,14,6,2,2,3,0,1,1718
2018-02-25,Crotone,Spal,2,3,A,0.0,1.0,A,,17,10,7,6,19,13,5,4,1,4,0,0,1718
2018-02-25,Fiorentina,Chievo,1,0,H,1.0,0.0,H,,14,5,5,2,16,17,9,10,1,1,0,0,1718
2018-02-25,Roma,Milan,0,2,A,0.0,0.0,D,,18,10,3,5,11,6,9,3,0,0,0,0,1718
2018-02-25,Sampdoria,Udinese,2,1,H,1.0,0.0,H,,14,16,3,4,11,16,5,4,2,2,0,0,1718
2018-02-25,Sassuolo,Lazio,0,3,A,0.0,2.0,A,,15,6,4,4,11,10,4,0,3,3,1,1,1718
2018-02-25,Verona,Torino,2,1,H,1.0,0.0,H,,7,12,4,2,12,19,7,7,3,1,0,0,1718
2018-02-26,Cagliari,Napoli,0,5,A,0.0,2.0,A,,7,18,3,8,12,5,1,2,2,1,0,0,1718
2018-03-03,Lazio,Juventus,0,1,A,0.0,0.0,D,,4,6,2,1,16,11,4,4,3,2,0,0,1718
2018-03-03,Napoli,Roma,2,4,A,1.0,2.0,A,,26,11,13,5,7,8,10,2,1,2,0,0,1718
2018-03-03,Spal,Bologna,1,0,H,0.0,0.0,D,,11,6,1,0,12,15,4,4,5,3,1,1,1718
2018-03-09,Roma,Torino,3,0,H,0.0,0.0,D,,15,10,5,3,8,21,13,6,1,2,0,0,1718
2018-03-10,Verona,Chievo,1,0,H,0.0,0.0,D,,7,10,2,2,11,16,3,4,4,6,0,0,1718
2018-03-11,Bologna,Atalanta,0,1,A,0.0,0.0,D,,10,21,1,5,11,12,5,10,3,0,0,0,1718
2018-03-11,Cagliari,Lazio,2,2,D,1.0,1.0,D,,5,12,4,4,13,10,1,4,2,4,0,0,1718
2018-03-11,Crotone,Sampdoria,4,1,H,3.0,0.0,H,,14,11,8,2,16,20,3,10,1,2,0,0,1718
2018-03-11,Fiorentina,Benevento,1,0,H,1.0,0.0,H,,14,11,5,3,11,8,8,9,2,3,0,0,1718
2018-03-11,Genoa,Milan,0,1,A,0.0,0.0,D,,9,14,2,7,5,9,3,3,1,0,0,0,1718
2018-03-11,Inter,Napoli,0,0,D,0.0,0.0,D,,3,11,1,2,9,10,2,3,1,3,0,0,1718
2018-03-11,Juventus,Udinese,2,0,H,1.0,0.0,H,,11,5,4,1,7,9,5,3,1,2,0,0,1718
2018-03-11,Sassuolo,Spal,1,1,D,1.0,1.0,D,,15,6,4,2,13,14,9,3,3,3,0,0,1718
2018-03-14,Juventus,Atalanta,2,0,H,1.0,0.0,H,,15,8,3,0,8,23,3,8,3,5,0,1,1718
2018-03-17,Spal,Juventus,0,0,D,0.0,0.0,D,,3,12,0,3,15,16,3,7,5,2,0,0,1718
2018-03-17,Udinese,Sassuolo,1,2,A,1.0,1.0,D,,11,12,3,3,14,15,4,7,1,2,0,0,1718
2018-03-18,Benevento,Cagliari,1,2,A,0.0,0.0,D,,15,12,4,3,11,7,5,9,2,2,0,0,1718
2018-03-18,Crotone,Roma,0,2,A,0.0,1.0,A,,8,20,3,8,10,11,4,5,0,0,0,0,1718
2018-03-18,Lazio,Bologna,1,1,D,1.0,1.0,D,,21,10,4,3,7,9,5,3,2,2,0,0,1718
2018-03-18,Milan,Chievo,3,2,H,1.0,2.0,A,,18,6,6,2,13,18,10,1,3,5,0,0,1718
2018-03-18,Napoli,Genoa,1,0,H,0.0,0.0,D,,16,12,4,3,7,11,8,3,1,2,0,0,1718
2018-03-18,Sampdoria,Inter,0,5,A,0.0,4.0,A,,10,15,2,8,6,9,7,9,2,1,0,0,1718
2018-03-18,Torino,Fiorentina,1,2,A,0.0,0.0,D,,10,13,3,5,14,16,2,3,3,3,0,0,1718
2018-03-18,Verona,Atalanta,0,5,A,0.0,2.0,A,,6,24,0,11,11,13,4,4,3,2,0,0,1718
2018-03-31,Atalanta,Udinese,2,0,H,0.0,0.0,D,,23,9,7,2,9,10,10,6,1,2,0,0,1718
2018-03-31,Bologna,Roma,1,1,D,1.0,0.0,H,,6,17,1,5,14,7,3,11,3,1,0,0,1718
2018-03-31,Cagliari,Torino,0,4,A,0.0,0.0,D,,9,13,2,6,10,16,5,7,0,1,0,0,1718
2018-03-31,Chievo,Sampdoria,2,1,H,0.0,1.0,A,,7,15,4,7,15,11,2,6,3,2,0,0,1718
2018-03-31,Fiorentina,Crotone,2,0,H,1.0,0.0,H,,15,6,6,2,21,10,6,3,4,5,0,1,1718
2018-03-31,Genoa,Spal,1,1,D,1.0,0.0,H,,15,7,2,4,26,13,7,2,4,2,0,1,1718
2018-03-31,Inter,Verona,3,0,H,2.0,0.0,H,,23,8,4,1,7,11,5,3,1,3,0,1,1718
2018-03-31,Juventus,Milan,3,1,H,1.0,1.0,D,,7,10,4,5,9,17,2,3,1,3,0,0,1718
2018-03-31,Lazio,Benevento,6,2,H,1.0,1.0,D,,27,6,14,3,14,11,8,2,0,4,0,1,1718
2018-03-31,Sassuolo,Napoli,1,1,D,1.0,0.0,H,,10,12,4,4,16,10,4,5,5,2,0,0,1718
2018-04-03,Atalanta,Sampdoria,1,2,A,0.0,1.0,A,,16,10,1,3,13,11,10,7,2,3,0,0,1718
2018-04-03,Genoa,Cagliari,2,1,H,0.0,0.0,D,,8,9,2,4,22,17,4,3,2,4,0,0,1718
2018-04-03,Udinese,Fiorentina,0,2,A,0.0,1.0,A,,13,15,4,4,11,15,5,6,2,4,0,0,1718
2018-04-04,Benevento,Verona,3,0,H,1.0,0.0,H,,22,3,15,0,13,25,9,2,2,2,0,0,1718
2018-04-04,Chievo,Sassuolo,1,1,D,0.0,0.0,D,,6,12,2,4,22,7,2,1,4,2,0,2,1718
2018-04-04,Milan,Inter,0,0,D,0.0,0.0,D,,13,14,3,2,10,13,7,4,1,4,0,0,1718
2018-04-04,Torino,Crotone,4,1,H,3.0,0.0,H,,9,12,5,2,14,13,3,3,1,1,0,0,1718
2018-04-07,Benevento,Juventus,2,4,A,1.0,2.0,A,,16,15,6,5,10,10,9,2,0,1,0,0,1718
2018-04-07,Roma,Fiorentina,0,2,A,0.0,2.0,A,,25,4,9,3,8,9,9,1,4,2,0,0,1718
2018-04-07,Sampdoria,Genoa,0,0,D,0.0,0.0,D,,18,7,4,2,10,13,5,1,1,2,0,0,1718
2018-04-07,Spal,Atalanta,1,1,D,1.0,0.0,H,,8,19,4,6,10,24,3,3,3,2,0,0,1718
2018-04-08,Crotone,Bologna,1,0,H,1.0,0.0,H,,6,11,5,1,16,20,1,5,2,4,0,0,1718
2018-04-08,Milan,Sassuolo,1,1,D,0.0,0.0,D,,22,8,8,3,15,10,12,3,3,2,0,0,1718
2018-04-08,Napoli,Chievo,2,1,H,0.0,0.0,D,,31,4,12,2,7,12,14,0,2,3,0,0,1718
2018-04-08,Torino,Inter,1,0,H,1.0,0.0,H,,10,15,3,8,5,16,1,16,2,3,0,0,1718
2018-04-08,Udinese,Lazio,1,2,A,1.0,2.0,A,,10,14,3,4,9,7,5,5,0,2,0,0,1718
2018-04-08,Verona,Cagliari,1,0,H,1.0,0.0,H,,11,10,4,3,18,13,2,9,4,1,0,0,1718
2018-04-14,Atalanta,Inter,0,0,D,0.0,0.0,D,,16,10,4,2,14,5,8,4,4,2,0,0,1718
2018-04-14,Cagliari,Udinese,2,1,H,1.0,1.0,D,,12,7,3,1,11,12,7,3,2,3,0,0,1718
2018-04-14,Chievo,Torino,0,0,D,0.0,0.0,D,,6,12,0,3,15,11,4,4,2,0,1,0,1718
2018-04-14,Genoa,Crotone,1,0,H,1.0,0.0,H,,17,10,5,1,21,15,5,4,2,3,0,0,1718
2018-04-15,Bologna,Verona,2,0,H,1.0,0.0,H,,14,8,6,1,17,15,3,4,3,2,0,0,1718
2018-04-15,Fiorentina,Spal,0,0,D,0.0,0.0,D,,24,4,6,1,14,8,8,4,2,2,0,0,1718
2018-04-15,Juventus,Sampdoria,3,0,H,1.0,0.0,H,,16,8,5,3,8,6,6,8,2,0,0,0,1718
2018-04-15,Lazio,Roma,0,0,D,0.0,0.0,D,,7,10,1,1,14,13,7,2,4,2,1,0,1718
2018-04-15,Milan,Napoli,0,0,D,0.0,0.0,D,,13,15,2,4,10,6,11,8,2,2,0,0,1718
2018-04-15,Sassuolo,Benevento,2,2,D,1.0,1.0,D,,15,10,3,2,12,23,7,1,3,2,0,0,1718
2018-04-17,Inter,Cagliari,4,0,H,1.0,0.0,H,,20,0,9,0,7,10,10,2,1,1,0,0,1718
2018-04-18,Benevento,Atalanta,0,3,A,0.0,1.0,A,,12,12,4,8,13,21,6,1,2,2,0,0,1718
2018-04-18,Crotone,Juventus,1,1,D,0.0,1.0,A,,9,13,3,4,9,12,2,7,1,2,0,0,1718
2018-04-18,Fiorentina,Lazio,3,4,A,2.0,2.0,D,,13,17,6,8,17,14,0,8,3,2,1,1,1718
2018-04-18,Napoli,Udinese,4,2,H,1.0,1.0,D,,18,19,9,5,7,12,8,7,1,2,0,0,1718
2018-04-18,Roma,Genoa,2,1,H,1.0,0.0,H,,15,5,6,1,10,10,7,3,0,1,0,0,1718
2018-04-18,Sampdoria,Bologna,1,0,H,0.0,0.0,D,,16,11,2,2,11,12,6,6,1,3,0,0,1718
2018-04-18,Spal,Chievo,0,0,D,0.0,0.0,D,,9,6,1,0,12,24,6,2,1,2,0,0,1718
2018-04-18,Torino,Milan,1,1,D,0.0,1.0,A,,12,9,5,5,21,13,6,6,4,3,1,0,1718
2018-04-18,Verona,Sassuolo,0,1,A,0.0,1.0,A,,9,15,2,5,19,14,6,5,3,4,0,0,1718
2018-04-21,Milan,Benevento,0,1,A,0.0,1.0,A,,21,5,6,1,13,7,4,1,2,4,0,1,1718
2018-04-21,Sassuolo,Fiorentina,1,0,H,1.0,0.0,H,,10,6,6,1,22,20,4,2,6,4,0,1,1718
2018-04-21,Spal,Roma,0,3,A,0.0,1.0,A,,6,14,3,7,10,11,2,3,4,1,0,0,1718
2018-04-22,Atalanta,Torino,2,1,H,0.0,0.0,D,,22,10,8,1,19,18,11,4,2,2,0,0,1718
2018-04-22,Cagliari,Bologna,0,0,D,0.0,0.0,D,,13,5,2,2,15,13,7,1,3,5,0,0,1718
2018-04-22,Chievo,Inter,1,2,A,0.0,0.0,D,,13,11,6,5,11,9,4,10,1,1,0,0,1718
2018-04-22,Juventus,Napoli,0,1,A,0.0,0.0,D,,4,12,0,4,10,17,3,3,3,1,0,0,1718
2018-04-22,Lazio,Sampdoria,4,0,H,2.0,0.0,H,,15,6,9,2,11,8,8,4,1,2,0,0,1718
2018-04-22,Udinese,Crotone,1,2,A,1.0,1.0,D,,15,11,6,2,21,7,6,5,2,0,0,0,1718
2018-04-23,Genoa,Verona,3,1,H,1.0,0.0,H,,18,13,8,3,13,10,8,2,2,3,0,0,1718
2018-04-28,Inter,Juventus,2,3,A,0.0,1.0,A,,10,13,5,4,7,15,2,8,2,5,1,0,1718
2018-04-28,Roma,Chievo,4,1,H,2.0,0.0,H,,15,12,7,6,12,10,3,7,2,2,1,0,1718
2018-04-29,Atalanta,Genoa,3,1,H,2.0,0.0,H,,13,12,6,3,13,6,1,7,3,1,0,0,1718
2018-04-29,Benevento,Udinese,3,3,D,1.0,1.0,D,,12,15,6,6,11,19,4,4,4,3,1,0,1718
2018-04-29,Bologna,Milan,1,2,A,0.0,2.0,A,,12,9,7,4,14,12,7,1,1,1,0,0,1718
2018-04-29,Crotone,Sassuolo,4,1,H,3.0,1.0,H,,11,14,7,6,15,8,4,6,3,1,0,0,1718
2018-04-29,Fiorentina,Napoli,3,0,H,1.0,0.0,H,,28,4,10,1,17,10,2,3,3,5,0,1,1718
2018-04-29,Sampdoria,Cagliari,4,1,H,3.0,0.0,H,,15,6,6,2,8,15,6,2,1,7,0,1,1718
2018-04-29,Torino,Lazio,0,1,A,0.0,0.0,D,,8,16,2,6,13,14,3,6,2,3,0,0,1718
2018-04-29,Verona,Spal,1,3,A,1.0,1.0,D,,11,17,5,6,16,14,1,8,2,3,0,0,1718
2018-05-05,Juventus,Bologna,3,1,H,0.0,1.0,A,,15,6,6,3,12,13,5,2,2,3,0,0,1718
2018-05-05,Milan,Verona,4,1,H,2.0,0.0,H,,17,8,10,2,9,10,5,4,1,0,0,0,1718
2018-05-06,Cagliari,Roma,0,1,A,0.0,1.0,A,,12,9,3,1,20,9,9,3,4,1,0,0,1718
2018-05-06,Chievo,Crotone,2,1,H,1.0,0.0,H,,11,13,3,3,15,14,8,4,5,1,0,0,1718
2018-05-06,Genoa,Fiorentina,2,3,A,0.0,1.0,A,,7,19,3,10,8,16,3,7,2,6,2,0,1718
2018-05-06,Lazio,Atalanta,1,1,D,1.0,1.0,D,,13,20,2,6,7,8,6,9,3,2,0,0,1718
2018-05-06,Napoli,Torino,2,2,D,1.0,0.0,H,,19,5,5,2,10,20,4,2,1,4,0,0,1718
2018-05-06,Sassuolo,Sampdoria,1,0,H,0.0,0.0,D,,18,2,7,0,7,21,9,6,1,1,0,0,1718
2018-05-06,Spal,Benevento,2,0,H,1.0,0.0,H,,6,12,4,3,16,22,1,4,2,2,0,0,1718
2018-05-06,Udinese,Inter,0,4,A,0.0,3.0,A,,9,26,2,12,13,7,5,9,1,0,1,0,1718
2018-05-12,Benevento,Genoa,1,0,H,0.0,0.0,D,,14,13,3,5,17,7,6,3,1,1,0,0,1718
2018-05-12,Inter,Sassuolo,1,2,A,0.0,1.0,A,,16,13,8,5,9,5,16,2,1,2,0,0,1718
2018-05-13,Atalanta,Milan,1,1,D,0.0,0.0,D,,24,5,5,2,21,10,3,8,6,6,1,1,1718
2018-05-13,Bologna,Chievo,1,2,A,1.0,0.0,H,,7,13,3,7,13,14,2,7,1,4,0,0,1718
2018-05-13,Crotone,Lazio,2,2,D,1.0,1.0,D,,6,18,3,7,12,15,2,9,1,3,0,0,1718
2018-05-13,Fiorentina,Cagliari,0,1,A,0.0,1.0,A,,14,14,0,2,15,17,11,5,3,4,1,0,1718
2018-05-13,Roma,Juventus,0,0,D,0.0,0.0,D,,9,7,2,0,10,13,4,3,2,2,1,0,1718
2018-05-13,Sampdoria,Napoli,0,2,A,0.0,0.0,D,,11,17,2,9,13,6,3,12,2,2,0,0,1718
2018-05-13,Torino,Spal,2,1,H,0.0,1.0,A,,18,10,10,4,16,14,4,6,2,5,0,0,1718
2018-05-13,Verona,Udinese,0,1,A,0.0,1.0,A,,11,13,1,5,15,17,3,5,2,2,0,0,1718
2018-05-19,Juventus,Verona,2,1,H,0.0,0.0,D,,26,9,13,3,13,11,11,5,0,2,0,0,1718
2018-05-20,Cagliari,Atalanta,1,0,H,0.0,0.0,D,,6,12,4,4,17,14,5,11,3,1,0,0,1718
2018-05-20,Chievo,Benevento,1,0,H,0.0,0.0,D,,8,12,5,1,13,9,2,4,1,0,0,0,1718
2018-05-20,Genoa,Torino,1,2,A,0.0,1.0,A,,12,4,2,2,10,11,7,3,1,3,0,0,1718
2018-05-20,Lazio,Inter,2,3,A,2.0,1.0,H,,14,15,4,6,12,13,10,4,5,4,2,0,1718
2018-05-20,Milan,Fiorentina,5,1,H,2.0,1.0,H,,18,9,11,3,10,5,6,1,2,1,0,1,1718
2018-05-20,Napoli,Crotone,2,1,H,2.0,0.0,H,,19,9,9,4,3,9,6,9,0,0,0,0,1718
2018-05-20,Sassuolo,Roma,0,1,A,0.0,1.0,A,,16,15,3,6,14,8,5,9,1,1,0,0,1718
2018-05-20,Spal,Sampdoria,3,1,H,1.0,0.0,H,,16,9,6,3,10,11,5,3,1,4,0,0,1718
2018-05-20,Udinese,Bologna,1,0,H,1.0,0.0,H,,20,8,5,5,9,11,10,2,0,2,0,0,1718
2018-08-18,Chievo,Juventus,2,3,A,1.0,1.0,D,,7,23,2,11,7,9,0,8,2,0,0,0,1819
2018-08-18,Lazio,Napoli,1,2,A,1.0,1.0,D,,9,11,5,6,8,5,4,7,0,0,0,0,1819
2018-08-19,Bologna,Spal,0,1,A,0.0,0.0,D,,8,10,3,5,16,11,7,0,4,2,1,0,1819
2018-08-19,Empoli,Cagliari,2,0,H,1.0,0.0,H,,9,12,4,5,19,19,6,6,3,3,0,0,1819
2018-08-19,Parma,Udinese,2,2,D,1.0,0.0,H,,9,16,6,6,10,13,4,5,2,2,0,0,1819
2018-08-19,Sassuolo,Inter,1,0,H,1.0,0.0,H,,7,11,5,4,23,11,4,4,3,2,0,0,1819
2018-08-19,Torino,Roma,0,1,A,0.0,0.0,D,,8,16,5,13,10,14,6,5,1,3,0,0,1819
2018-08-20,Atalanta,Frosinone,4,0,H,1.0,0.0,H,,16,6,10,1,14,10,4,4,0,2,0,0,1819
2018-08-25,Juventus,Lazio,2,0,H,1.0,0.0,H,,14,8,9,3,12,13,6,2,3,2,0,0,1819
2018-08-25,Napoli,Milan,3,2,H,0.0,1.0,A,,21,6,13,4,12,9,5,1,2,2,0,0,1819
2018-08-26,Cagliari,Sassuolo,2,2,D,1.0,0.0,H,,12,12,7,6,14,14,7,2,4,4,0,1,1819
2018-08-26,Fiorentina,Chievo,6,1,H,2.0,0.0,H,,19,5,15,3,14,8,2,3,1,3,0,0,1819
2018-08-26,Frosinone,Bologna,0,0,D,0.0,0.0,D,,11,10,7,5,15,12,2,5,2,1,0,0,1819
2018-08-26,Genoa,Empoli,2,1,H,2.0,0.0,H,,10,12,4,8,14,15,3,6,3,2,0,0,1819
2018-08-26,Inter,Torino,2,2,D,2.0,0.0,H,,9,10,6,7,16,12,5,4,1,2,0,0,1819
2018-08-26,Spal,Parma,1,0,H,0.0,0.0,D,,15,3,5,0,13,14,7,2,5,2,0,0,1819
2018-08-26,Udinese,Sampdoria,1,0,H,1.0,0.0,H,,13,9,5,4,6,10,8,7,1,3,0,0,1819
2018-08-27,Roma,Atalanta,3,3,D,1.0,3.0,A,,21,17,11,10,9,13,3,11,1,1,0,0,1819
2018-08-31,Milan,Roma,2,1,H,1.0,0.0,H,,18,6,9,3,8,6,8,3,0,2,0,0,1819
2018-09-01,Bologna,Inter,0,3,A,0.0,0.0,D,,7,10,1,4,7,10,3,7,1,1,0,0,1819
2018-09-01,Parma,Juventus,1,2,A,1.0,1.0,D,,8,20,7,10,15,9,4,7,1,3,0,0,1819
2018-09-02,Atalanta,Cagliari,0,1,A,0.0,1.0,A,,8,4,5,3,16,20,5,4,2,2,0,0,1819
2018-09-02,Chievo,Empoli,0,0,D,0.0,0.0,D,,11,12,5,4,10,11,4,6,1,1,0,0,1819
2018-09-02,Fiorentina,Udinese,1,0,H,0.0,0.0,D,,13,4,4,1,10,15,11,4,3,1,0,0,1819
2018-09-02,Lazio,Frosinone,1,0,H,0.0,0.0,D,,17,7,8,5,11,8,7,7,1,2,0,0,1819
2018-09-02,Sampdoria,Napoli,3,0,H,2.0,0.0,H,,7,12,4,6,13,19,4,5,2,4,0,0,1819
2018-09-02,Sassuolo,Genoa,5,3,H,4.0,1.0,H,,10,11,8,8,12,20,2,10,3,3,0,0,1819
2018-09-02,Torino,Spal,1,0,H,0.0,0.0,D,,10,8,7,3,16,16,9,10,1,2,0,0,1819
2018-09-15,Frosinone,Sampdoria,0,5,A,0.0,1.0,A,,6,10,2,7,12,15,5,3,3,1,0,0,1819
2018-09-15,Inter,Parma,0,1,A,0.0,0.0,D,,24,8,11,6,10,8,10,1,2,2,0,0,1819
2018-09-15,Napoli,Fiorentina,1,0,H,0.0,0.0,D,,19,7,5,3,13,15,10,3,1,4,0,0,1819
2018-09-16,Cagliari,Milan,1,1,D,1.0,0.0,H,,7,12,3,7,12,13,3,8,1,1,0,0,1819
2018-09-16,Empoli,Lazio,0,1,A,0.0,0.0,D,,10,16,3,9,13,11,4,7,2,3,0,0,1819
2018-09-16,Genoa,Bologna,1,0,H,0.0,0.0,D,,10,8,5,2,13,19,5,3,2,5,0,1,1819
2018-09-16,Juventus,Sassuolo,2,1,H,0.0,0.0,D,,16,10,6,6,12,13,10,4,3,3,1,0,1819
2018-09-16,Roma,Chievo,2,2,D,2.0,0.0,H,,15,10,9,5,10,15,9,2,1,1,0,0,1819
2018-09-16,Udinese,Torino,1,1,D,1.0,0.0,H,,7,9,3,4,16,14,3,8,2,2,0,0,1819
2018-09-17,Spal,Atalanta,2,0,H,0.0,0.0,D,,13,13,6,4,14,16,4,4,3,5,0,0,1819
2018-09-19,Sampdoria,Fiorentina,1,1,D,0.0,1.0,A,,8,14,4,9,14,15,4,6,3,2,0,0,1819
2018-09-21,Sassuolo,Empoli,3,1,H,1.0,1.0,D,,20,16,10,11,15,9,5,4,1,4,0,1,1819
2018-09-22,Fiorentina,Spal,3,0,H,2.0,0.0,H,,15,5,5,2,8,11,11,1,1,2,0,0,1819
2018-09-22,Parma,Cagliari,2,0,H,1.0,0.0,H,,14,9,8,3,17,5,4,11,2,1,0,0,1819
2018-09-22,Sampdoria,Inter,0,1,A,0.0,0.0,D,,9,14,4,5,12,14,3,12,3,2,0,0,1819
2018-09-23,Bologna,Roma,2,0,H,1.0,0.0,H,,7,20,2,9,8,13,1,10,2,4,0,0,1819
2018-09-23,Chievo,Udinese,0,2,A,0.0,0.0,D,,10,9,4,7,18,10,7,3,1,1,0,0,1819
2018-09-23,Frosinone,Juventus,0,2,A,0.0,0.0,D,,2,18,0,8,16,8,3,5,3,1,0,0,1819
2018-09-23,Lazio,Genoa,4,1,H,2.0,0.0,H,,16,8,8,4,9,7,5,3,1,2,0,0,1819
2018-09-23,Milan,Atalanta,2,2,D,1.0,0.0,H,,14,13,8,8,7,4,4,3,2,1,0,0,1819
2018-09-23,Torino,Napoli,1,3,A,0.0,2.0,A,,9,13,3,8,14,17,4,6,2,3,0,0,1819
2018-09-25,Inter,Fiorentina,2,1,H,1.0,0.0,H,,11,11,3,8,18,20,6,3,1,3,0,0,1819
2018-09-26,Atalanta,Torino,0,0,D,0.0,0.0,D,,11,3,4,0,13,15,11,1,2,1,0,0,1819
2018-09-26,Cagliari,Sampdoria,0,0,D,0.0,0.0,D,,10,10,2,5,16,22,7,3,1,3,0,0,1819
2018-09-26,Genoa,Chievo,2,0,H,1.0,0.0,H,,11,8,5,2,11,17,7,4,4,4,0,0,1819
2018-09-26,Juventus,Bologna,2,0,H,2.0,0.0,H,,15,5,9,2,10,13,3,0,2,3,0,0,1819
2018-09-26,Napoli,Parma,3,0,H,1.0,0.0,H,,20,2,8,0,9,13,2,2,0,3,0,0,1819
2018-09-26,Roma,Frosinone,4,0,H,3.0,0.0,H,,18,8,13,3,13,8,4,3,0,1,0,0,1819
2018-09-26,Udinese,Lazio,1,2,A,0.0,0.0,D,,10,5,6,2,7,17,6,4,2,6,0,0,1819
2018-09-27,Empoli,Milan,1,1,D,0.0,1.0,A,,4,16,3,11,12,9,3,10,2,2,0,0,1819
2018-09-27,Spal,Sassuolo,0,2,A,0.0,0.0,D,,6,10,2,5,16,12,6,7,1,0,0,0,1819
2018-09-29,Inter,Cagliari,2,0,H,1.0,0.0,H,,12,4,8,1,13,11,9,4,1,4,0,0,1819
2018-09-29,Juventus,Napoli,3,1,H,1.0,1.0,D,,14,9,9,6,14,11,7,4,3,5,0,1,1819
2018-09-29,Roma,Lazio,3,1,H,1.0,0.0,H,,10,11,7,5,11,10,8,9,3,1,0,0,1819
2018-09-30,Bologna,Udinese,2,1,H,1.0,1.0,D,,11,10,6,2,7,12,3,4,2,4,0,0,1819
2018-09-30,Chievo,Torino,0,1,A,0.0,0.0,D,,8,13,3,5,15,17,3,8,3,3,0,0,1819
2018-09-30,Fiorentina,Atalanta,2,0,H,0.0,0.0,D,,6,11,4,4,12,10,5,6,3,3,0,0,1819
2018-09-30,Frosinone,Genoa,1,2,A,1.0,2.0,A,,13,7,6,5,21,18,5,2,3,2,0,0,1819
2018-09-30,Parma,Empoli,1,0,H,1.0,0.0,H,,7,10,3,6,13,8,2,12,2,3,0,0,1819
2018-09-30,Sassuolo,Milan,1,4,A,0.0,1.0,A,,8,10,2,10,14,11,9,5,1,1,0,0,1819
2018-10-01,Sampdoria,Spal,2,1,H,1.0,1.0,D,,16,10,9,4,13,18,6,5,3,3,0,0,1819
2018-10-05,Torino,Frosinone,3,2,H,1.0,0.0,H,,15,8,10,4,16,17,2,4,3,3,0,0,1819
2018-10-06,Cagliari,Bologna,2,0,H,1.0,0.0,H,,8,10,5,4,8,16,4,4,2,4,0,0,1819
2018-10-06,Empoli,Roma,0,2,A,0.0,1.0,A,,11,7,4,4,13,10,4,3,2,1,0,0,1819
2018-10-06,Udinese,Juventus,0,2,A,0.0,2.0,A,,5,13,4,7,14,13,4,8,3,1,0,0,1819
2018-10-07,Atalanta,Sampdoria,0,1,A,0.0,0.0,D,,15,6,6,3,17,13,9,4,2,4,0,0,1819
2018-10-07,Genoa,Parma,1,3,A,1.0,3.0,A,,20,7,13,5,9,9,9,7,1,1,0,0,1819
2018-10-07,Lazio,Fiorentina,1,0,H,1.0,0.0,H,,11,10,5,6,18,10,5,6,5,3,0,0,1819
2018-10-07,Milan,Chievo,3,1,H,2.0,0.0,H,,14,4,7,2,9,12,12,7,1,1,0,0,1819
2018-10-07,Napoli,Sassuolo,2,0,H,1.0,0.0,H,,12,10,7,7,11,8,4,4,2,2,0,1,1819
2018-10-07,Spal,Inter,1,2,A,0.0,1.0,A,,9,6,6,4,13,20,10,9,6,2,0,0,1819
